rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
15046	KDM4DL		1396722	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15047	KDSR	3-ketodihydrosphingosine reductase	922820	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15048	KHDC1	KH homology domain containing 1	492889	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15049	KHDC1L	KH homology domain containing 1-like	354334	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15050	KIAA0090	KIAA0090	2986335	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15051	KIAA0101	KIAA0101	366637	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15052	KIAA0146	KIAA0146	2215746	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15053	KIAA0174	KIAA0174	1091530	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15054	KIAA0182	KIAA0182	2086964	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15055	KIAA0240	KIAA0240	3183490	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15056	KIAA0284	KIAA0284	1996097	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15057	KIAA0317	KIAA0317	2470625	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15058	KIAA0406	KIAA0406	3200771	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15059	KIAA0415	KIAA0415	1360996	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15060	KIAA0427	KIAA0427	1546124	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15061	KIAA0467	KIAA0467	7436334	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15062	KIAA0494	KIAA0494	1491911	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15063	KIAA0528	KIAA0528	3020154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15064	KIAA0562	KIAA0562	2757021	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15065	KIAA0564	KIAA0564	5577237	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15066	KIAA0649	KIAA0649	1546683	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15067	KIAA0652		1579130	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15068	KIAA0664	KIAA0664	2630640	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15069	KIAA0748	KIAA0748	1540964	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15070	KIAA0776	KIAA0776	2349698	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15071	KIAA0802	KIAA0802	3728995	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15072	KIAA0831	KIAA0831	1341453	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15073	KIAA0892	KIAA0892	1610977	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15074	KIAA0913	KIAA0913	4836884	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15075	KIAA0947	KIAA0947	6565192	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15076	KIAA1009	KIAA1009	4176759	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15077	KIAA1012	KIAA1012	4193450	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15078	KIAA1161	KIAA1161	1116475	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15079	KIAA1199	KIAA1199	4038935	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15080	KIAA1239	KIAA1239	4200194	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15081	KIAA1267	KIAA1267	3208618	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15082	KIAA1274	KIAA1274	2334732	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15083	KIAA1310	KIAA1310	2565036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15084	KIAA1370	KIAA1370	3178259	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15085	KIAA1383	KIAA1383	2698245	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15086	KIAA1409	KIAA1409	7349596	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15087	KIAA1430	KIAA1430	1575298	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15088	KIAA1432	KIAA1432	4079811	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15089	KIAA1486		1706510	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15090	KIAA1530	KIAA1530	1419137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15091	KIAA1539	KIAA1539	1341598	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15092	KIAA1543	KIAA1543	1910308	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15093	KIAA1609	KIAA1609	1292559	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15094	KIAA1632	KIAA1632	7620950	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15095	KIAA1704	KIAA1704	984349	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15096	KIAA1712	KIAA1712	1278311	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15097	KIAA1737	KIAA1737	1166710	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15098	KIAA1797	KIAA1797	5417618	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15099	KIAA1826	KIAA1826	1019627	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15100	KIAA1967	KIAA1967	2530722	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15101	KIAA1984	KIAA1984	1197292	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15102	KIF12	kinesin family member 12	1293471	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15103	KILLIN	killin, p53-regulated DNA replication inhibitor	432456	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15104	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	944927	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15105	KIR2DL4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	653847	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15106	KIR2DS4	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	682441	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15107	KLF1	Kruppel-like factor 1 (erythroid)	286607	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15108	KLF12	Kruppel-like factor 12	1199745	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15109	KLF16	Kruppel-like factor 16	190580	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15110	KLF9	Kruppel-like factor 9	605597	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15111	KLHDC1	kelch domain containing 1	1196239	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15112	KLHDC4	kelch domain containing 4	1295585	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15113	KLHDC5	kelch domain containing 5	1033938	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15114	KLHDC8A	kelch domain containing 8A	915472	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15115	KLHDC9	kelch domain containing 9	831366	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15116	KLHL22	kelch-like 22 (Drosophila)	1712626	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15117	KLRAQ1		2348005	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15118	KLRC2	killer cell lectin-like receptor subfamily C, member 2	689352	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15119	KLRC4	killer cell lectin-like receptor subfamily C, member 4	480949	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15120	KLRG1	killer cell lectin-like receptor subfamily G, member 1	575948	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15121	KNCN	kinocilin	218214	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15122	KRCC1	lysine-rich coiled-coil 1	759888	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15123	KREMEN2	kringle containing transmembrane protein 2	390390	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15124	KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast)	1152823	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15125	KRT77	keratin 77	1631690	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15126	KRT80	keratin 80	1164803	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15127	KRTAP1-3	keratin associated protein 1-3	490430	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15128	KRTAP10-6	keratin associated protein 10-6	1033220	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15129	KRTAP11-1	keratin associated protein 11-1	479661	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15130	KRTAP12-1	keratin associated protein 12-1	284643	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15131	KRTAP12-2	keratin associated protein 12-2	432060	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15132	KRTAP12-3	keratin associated protein 12-3	284449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15133	KRTAP12-4	keratin associated protein 12-4	296362	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15134	KRTAP13-1	keratin associated protein 13-1	510896	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15135	KRTAP19-1	keratin associated protein 19-1	268674	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15136	KRTAP19-3	keratin associated protein 19-3	244250	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15137	KRTAP19-5	keratin associated protein 19-5	216894	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15138	KRTAP19-8	keratin associated protein 19-8	191485	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15139	KRTAP20-2	keratin associated protein 20-2	196377	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15140	KRTAP22-1	keratin associated protein 22-1	146550	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15141	KRTAP25-1	keratin associated protein 25-1	263288	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15142	KRTAP26-1	keratin associated protein 26-1	619921	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15143	KRTAP4-3	keratin associated protein 4-3	522961	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15144	KRTAP4-4	keratin associated protein 4-4	486348	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15145	KRTAP4-5	keratin associated protein 4-5	523988	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15146	KRTAP4-7	keratin associated protein 4-7	442738	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15147	KRTAP5-2	keratin associated protein 5-2	523498	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15148	KRTAP5-3	keratin associated protein 5-3	702974	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15149	KRTAP5-5	keratin associated protein 5-5	640566	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15150	KRTAP5-6	keratin associated protein 5-6	384793	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15151	KRTAP5-8	keratin associated protein 5-8	554163	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15152	KRTAP6-2	keratin associated protein 6-2	187584	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15153	KRTAP9-3	keratin associated protein 9-3	471334	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15154	KRTCAP2	keratinocyte associated protein 2	482179	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15155	KRTCAP3	keratinocyte associated protein 3	637198	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15156	KRTDAP	keratinocyte differentiation-associated protein	309612	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15157	KTELC1	KTEL (Lys-Tyr-Glu-Leu) containing 1	1172921	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15158	L3MBTL	l(3)mbt-like (Drosophila)	2269044	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15159	LAGE3	L antigen family, member 3	238202	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15160	LASS1	LAG1 homolog, ceramide synthase 1	708565	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15161	LASS2	LAG1 homolog, ceramide synthase 2	1155300	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15162	LASS3	LAG1 homolog, ceramide synthase 3	1161870	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15163	LASS4	LAG1 homolog, ceramide synthase 4	1092224	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15164	LASS5	LAG1 homolog, ceramide synthase 5	1004871	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15165	LASS6	LAG1 homolog, ceramide synthase 6	1165237	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15166	LAT2	linker for activation of T cells family, member 2	693645	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15167	LBX2	ladybird homeobox 2	377868	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15168	LBXCOR1	LBXCOR1 homolog (mouse)	1164081	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15169	LCE1A	late cornified envelope 1A	325796	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15170	LCE1B	late cornified envelope 1B	352270	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15171	LCE3A	late cornified envelope 3A	264364	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15172	LCE3C	late cornified envelope 3C	131156	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15173	LCE3D	late cornified envelope 3D	275837	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15174	LCE3E	late cornified envelope 3E	275122	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15175	LCE6A	late cornified envelope 6A	208192	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15176	LCLAT1	lysocardiolipin acyltransferase 1	1238388	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15177	LCN1	lipocalin 1 (tear prealbumin)	470766	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15178	LCN12	lipocalin 12	442110	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15179	LCN15	lipocalin 15	408003	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15180	LCN2	lipocalin 2	602443	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15181	LCN6	lipocalin 6	404625	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15182	LCN8	lipocalin 8	390902	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15183	LCNL1	lipocalin-like 1	387099	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15184	LDHAL6A	lactate dehydrogenase A-like 6A	1002284	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15185	LDHAL6B	lactate dehydrogenase A-like 6B	1106871	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15186	LDHB	lactate dehydrogenase B	1008833	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15187	LDHD	lactate dehydrogenase D	914000	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15188	LEAP2	liver expressed antimicrobial peptide 2	240186	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15189	LECT2	leukocyte cell-derived chemotaxin 2	460744	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15190	LEF1	lymphoid enhancer-binding factor 1	1288492	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15191	LEFTY1	left-right determination factor 1	532336	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15192	LEMD1	LEM domain containing 1	331203	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15193	LEPREL2	leprecan-like 2	1526628	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15194	LEPROT	leptin receptor overlapping transcript	397182	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15195	LEPROTL1	leptin receptor overlapping transcript-like 1	576827	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15196	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	722886	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15197	LGALS7B	lectin, galactoside-binding, soluble, 7B	135441	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15198	LGTN	ligatin	1768430	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15199	LHB	luteinizing hormone beta polypeptide	388050	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15200	LHFP	lipoma HMGIC fusion partner	558910	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15201	LHFPL2	lipoma HMGIC fusion partner-like 2	584251	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15202	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	640525	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15203	LIMD2	LIM domain containing 2	225058	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15204	LIME1	Lck interacting transmembrane adaptor 1	223003	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15205	LIN37	lin-37 homolog (C. elegans)	691374	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15206	LIN7C	lin-7 homolog C (C. elegans)	598860	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15207	LINS1	lines homolog 1 (Drosophila)	2219450	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15208	LIPJ	lipase, family member J	1104824	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15209	LIPM	lipase, family member M	1127866	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15210	LIPT2	lipoyl(octanoyl) transferase 2 (putative)	194323	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15211	LITAF	lipopolysaccharide-induced TNF factor	479766	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15212	LIX1L	Lix1 homolog (mouse)-like	724120	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15213	LLPH	LLP homolog, long-term synaptic facilitation (Aplysia)	388743	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15214	LMAN2L	lectin, mannose-binding 2-like	1075157	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15215	LMBR1	limb region 1 homolog (mouse)	1427325	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15216	LMF1	lipase maturation factor 1	1179792	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15217	LMF2	lipase maturation factor 2	1075079	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15218	LMO1	LIM domain only 1 (rhombotin 1)	417693	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15219	LMO2	LIM domain only 2 (rhombotin-like 1)	387800	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15220	LNP1	leukemia NUP98 fusion partner 1	534828	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15221	LOC100133893		872263	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15222	LOC100288797		368712	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15223	LOC100302652		1568700	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15224	LOC153328		459533	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15225	LOC283999		480481	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15226	LOC360030		352223	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15227	LOC390595		454452	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15228	LOC401387		2137128	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15229	LOC402778		334377	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15230	LOC642587		103232	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15231	LOC643677		9270787	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15232	LOC647309		862019	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15233	LOC649330		864825	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15234	LOC653486		272956	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15235	LOC729991		303310	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15236	LOC729991-MEF2B		693284	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15237	LOC730755		163711	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
