gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
SENP5	1807070	459420	185829	1	1	1	0	0	20	1.057184e+00	9.553424e-01	3.160599e+00	1.111082e+00	1
SUV39H2	831902	215384	240323	1	1	1	0	0	8	1.553978e+00	9.553944e-01	1.932584e+00	5.474640e-01	1
JPH1	1474168	432762	91422	1	1	1	1	0	20	7.034741e-01	9.554378e-01	3.173602e+00	7.255300e-01	1
DDR1	2082764	663948	376099	3	3	3	3	0	20	1.057288e+00	9.554941e-01	7.420624e+00	1.245703e+00	1
SEMA6D	2560968	713354	365581	4	4	4	1	1	20	1.907174e+00	9.554958e-01	1.473627e+01	1.408157e+00	1
ZNF343	1417786	369512	85938	2	2	2	0	0	7	9.978057e-01	9.555127e-01	5.048725e+00	6.493660e-01	1
LRRK1	4477718	1321974	652170	11	11	11	5	0	2	1.103247e+00	9.555515e-01	3.148597e+01	1.530844e+00	1
ARSH	1250646	362554	178238	1	1	1	1	0	20	1.340272e+00	9.555893e-01	3.039943e+00	6.336230e-01	1
DOCK4	3971808	1089794	780378	12	12	12	3	0	0	7.983404e-01	9.557000e-01	3.606454e+01	9.182120e-01	1
IFT81	1603548	378404	334617	6	5	6	0	0	1	3.985808e-01	9.557562e-01	1.256348e+01	1.081764e+00	1
VTCN1	659008	194636	223441	2	2	2	1	0	2	5.370838e-01	9.557905e-01	5.776880e+00	7.857000e-01	1
GDAP2	1193696	332022	257124	1	1	1	0	0	1	2.875392e-01	9.558473e-01	5.132812e+00	7.306710e-01	1
CTNNA2	3302830	973162	517690	14	14	13	1	1	0	6.676423e-01	9.558999e-01	3.924258e+01	8.790270e-01	1
CDH13	1590494	479132	194422	1	1	1	1	1	20	1.061254e+00	9.559281e-01	3.106899e+00	6.383700e-01	1
ROBO3	2237290	717778	307532	6	6	6	3	0	14	1.571436e+00	9.559557e-01	1.252357e+01	9.452290e-01	1
LRRC32	1428558	502862	37597	4	4	4	4	1	7	2.093561e+00	9.559680e-01	1.212989e+01	1.015459e+00	1
LRRC49	1885188	519712	333154	3	2	3	2	0	20	1.171470e+00	9.561166e-01	4.210307e+00	9.447350e-01	1
CCHCR1	2005742	617530	358916	3	3	3	0	0	20	1.107050e+00	9.561438e-01	7.013466e+00	1.080280e+00	1
KHDRBS2	812202	233186	179451	1	1	1	1	0	13	1.984152e+00	9.562847e-01	2.897991e+00	9.134810e-01	1
MAP3K5	3145660	855566	592127	12	11	11	2	0	0	6.875463e-01	9.563661e-01	3.081366e+01	2.615957e+00	1
DNAJB9	539454	129428	42174	2	2	2	0	0	2	6.634883e-01	9.564099e-01	4.587010e+00	1.144623e+00	1
LTBR	936606	284538	179067	1	1	1	0	1	20	1.452657e+00	9.564144e-01	1.364881e+00	4.424750e-01	1
DRP2	2045052	565106	413971	3	3	3	0	0	7	8.313054e-01	9.564544e-01	7.770821e+00	1.271911e+00	1
SLC12A7	2040994	621692	364843	3	3	3	1	0	20	1.255122e+00	9.565075e-01	8.203003e+00	1.227488e+00	1
ZEB1	2565446	687576	181762	6	6	6	2	0	3	9.647016e-01	9.565527e-01	1.477746e+01	1.102558e+00	1
FAM110B	825938	247982	23927	1	1	1	2	0	20	1.458408e+00	9.565629e-01	2.019112e+00	3.458900e-01	1
SLC30A7	903068	248982	228036	2	2	2	0	0	1	4.015799e-01	9.566019e-01	5.613408e+00	1.331557e+00	1
ABHD10	711378	208474	103213	1	1	1	1	0	2	1.490021e+00	9.566049e-01	6.193999e+00	1.234259e+00	1
LCORL	773634	200570	154260	1	1	1	0	0	6	1.992016e+00	9.566215e-01	3.250011e+00	9.529250e-01	1
DPYSL3	1303202	372482	255467	5	5	5	2	0	2	1.078694e+00	9.566521e-01	1.282698e+01	1.013713e+00	1
PUM1	2753586	814124	514853	4	4	4	2	1	6	9.393837e-01	9.566628e-01	1.440382e+01	1.351423e+00	1
MYBBP1A	2568310	780670	428719	3	3	3	2	0	11	7.359353e-01	9.567123e-01	7.940120e+00	1.345663e+00	1
PHIP	4238712	1144152	742216	10	9	10	2	0	1	8.816035e-01	9.567230e-01	3.146776e+01	9.121450e-01	1
SRRM2	6047512	2181492	280009	19	14	19	9	0	20	1.268587e+00	9.568538e-01	3.137236e+01	1.086063e+00	1
HINFP	1241886	323070	180504	1	1	1	1	0	20	1.215030e+00	9.569240e-01	2.027117e+00	4.228510e-01	1
CDH3	1825860	542418	298790	1	1	1	2	0	20	1.095663e+00	9.569624e-01	3.394154e+00	5.211640e-01	1
NFS1	1105584	327034	265783	1	1	1	2	0	16	1.290074e+00	9.570397e-01	2.639286e+00	4.443550e-01	1
SETX	6301554	1686546	576727	18	13	18	3	0	2	5.576486e-01	9.570457e-01	3.563426e+01	1.354245e+00	1
OR5D18	706426	219336	26553	3	3	3	0	0	4	2.475704e+00	9.570558e-01	7.823253e+00	9.860690e-01	1
TFIP11	2191390	561190	281315	4	4	4	1	0	4	8.645634e-01	9.570832e-01	1.203641e+01	1.000088e+00	1
CYP1A1	1180678	349758	120871	1	1	1	1	0	20	1.184451e+00	9.570869e-01	1.591147e+00	1.282416e+00	1
ANK2	9104408	2636972	1057527	28	24	27	11	0	20	1.666467e+00	9.571081e-01	5.082881e+01	1.008066e+00	1
FNTA	774592	186732	161710	1	1	1	0	0	3	0	9.571340e-01	3.195256e+00	3.406540e-01	1
NOLC1	1616224	453450	252486	2	2	2	0	0	5	9.651014e-01	9.571595e-01	6.077293e+00	9.202080e-01	1
TEKT5	1141140	320106	146159	3	3	3	4	1	9	1.544329e+00	9.571746e-01	6.218847e+00	1.119876e+00	1
BFSP2	947444	286508	138483	1	1	1	0	2	18	1.570525e+00	9.571790e-01	2.438930e+00	3.418770e-01	1
DDX6	1102506	302304	172297	3	3	3	0	0	3	1.946838e+00	9.572730e-01	7.981421e+00	1.260916e+00	1
RELT	907074	299394	171812	1	1	1	1	0	8	1.209983e+00	9.572790e-01	2.418240e+00	5.518240e-01	1
PIK3R4	3193252	892176	382464	10	8	10	0	0	13	1.745776e+00	9.573466e-01	1.877620e+01	1.008067e+00	1
OR8B4	700462	212408	26661	1	1	1	0	0	3	1.320335e+00	9.574073e-01	3.167648e+00	7.115560e-01	1
EP400	6282542	1927540	1235181	13	12	13	5	0	7	1.355510e+00	9.574645e-01	3.417928e+01	1.964931e+00	1
TTK	2076902	514778	406455	2	2	2	0	0	17	1.474217e+00	9.574898e-01	6.542598e+00	9.331070e-01	1
B3GALTL	1158954	296406	281960	2	2	2	4	0	10	2.317916e+00	9.575198e-01	5.622120e+00	8.245560e-01	1
KRT6A	1292328	393230	186418	1	1	1	0	0	20	1.078297e+00	9.575204e-01	2.313609e+00	7.782200e-01	1
GOLGB1	7793428	1927612	426551	18	13	18	6	0	18	1.240332e+00	9.575300e-01	3.182890e+01	8.925840e-01	1
HAS1	714850	231018	60546	4	4	4	0	0	2	0	9.575553e-01	1.112481e+01	1.049592e+00	1
PCDHGC5	2114368	698540	74329	5	4	5	3	0	5	1.015384e+00	9.575661e-01	9.188128e+00	1.514783e+00	1
CTR9	2824728	727174	501544	3	3	3	2	0	20	9.820433e-01	9.576774e-01	7.442628e+00	1.355636e+00	1
HLX	976778	313076	71777	3	3	3	2	0	7	2.087376e+00	9.576911e-01	1.000060e+01	9.099180e-01	1
FNIP2	2451928	693498	245179	2	2	2	1	0	20	1.138093e+00	9.577591e-01	7.109682e+00	9.249300e-01	1
ATP13A3	2936348	797316	618560	6	5	6	0	0	15	1.785928e+00	9.577804e-01	1.425337e+01	1.267078e+00	1
UGT2B10	2494290	666970	253733	3	3	3	0	0	3	3.368022e-01	9.577921e-01	7.319589e+00	8.429020e-01	1
AKR1D1	780550	205510	290841	1	1	1	0	0	5	1.790341e+00	9.578604e-01	3.152055e+00	6.582210e-01	1
NFIB	982060	278610	176201	1	1	1	1	0	6	1.013370e+00	9.579227e-01	2.891538e+00	6.390020e-01	1
ANKMY1	2269676	656098	308206	4	4	4	0	1	20	1.688805e+00	9.579232e-01	1.214537e+01	9.251020e-01	1
MMRN2	1717928	525556	117945	2	2	2	1	0	20	1.192832e+00	9.580152e-01	4.832330e+00	1.441875e+00	1
ELMOD3	1050244	314184	229736	1	1	1	0	1	5	9.914581e-01	9.580230e-01	3.052573e+00	3.635760e-01	1
MPEG1	1621296	487084	24144	4	4	4	3	0	3	1.858547e+00	9.580574e-01	1.294839e+01	1.066219e+00	1
ZWINT	663918	183762	234549	3	3	3	0	0	1	1.934411e+00	9.580897e-01	7.636419e+00	1.045202e+00	1
NBEA	6556986	1828944	757681	12	12	12	4	0	20	1.562858e+00	9.581672e-01	3.348822e+01	1.126893e+00	1
FAAH2	1194372	344770	218302	1	1	1	4	1	8	1.638491e+00	9.582277e-01	5.007142e+00	8.111330e-01	1
SLC15A3	1484898	478168	145801	1	1	1	0	0	20	7.657092e-01	9.583451e-01	2.706661e+00	8.262240e-01	1
CRISPLD1	1186672	303334	270218	6	6	5	2	0	4	3.234704e+00	9.583751e-01	1.802051e+01	1.023508e+00	1
ZNF423	2917906	767778	164177	7	7	7	3	0	13	1.525065e+00	9.584771e-01	1.837102e+01	1.057839e+00	1
KIF20A	2122242	597740	385121	4	4	4	0	0	4	1.101573e+00	9.585198e-01	1.081496e+01	1.390630e+00	1
PHACTR3	1221174	353710	241466	5	5	5	2	0	1	1.405826e+00	9.586725e-01	1.402846e+01	1.234178e+00	1
CCDC82	1506808	351752	150221	6	6	4	1	0	1	6.775009e-01	9.587397e-01	2.403842e+01	9.637420e-01	1
REG1A	407074	102752	107078	1	1	1	2	0	2	2.328823e+00	9.588734e-01	6.090370e+00	1.527401e+00	1
PARD6A	1255108	442744	124349	1	1	1	1	0	20	8.793298e-01	9.590182e-01	1.473145e+00	3.932850e-01	1
E2F7	2103464	637260	244776	2	2	2	1	0	12	1.106049e+00	9.590245e-01	4.582720e+00	1.077927e+00	1
ERF	1085860	365572	73826	1	1	1	1	0	20	1.219587e+00	9.590481e-01	2.681895e+00	4.202220e-01	1
WFS1	1634338	499982	70492	2	2	2	1	0	19	1.149365e+00	9.590523e-01	5.402705e+00	9.253860e-01	1
OAT	1025526	301334	180114	2	2	2	0	1	3	8.706696e-01	9.590749e-01	5.982081e+00	1.134929e+00	1
KCNG1	931762	290496	29826	1	1	1	2	0	20	1.518269e+00	9.590840e-01	3.045019e+00	6.487510e-01	1
DPY19L1	1514736	399182	394249	2	2	2	0	0	4	0	9.591379e-01	5.994399e+00	7.024560e-01	1
ASCC3	5286016	1423762	830286	7	7	7	1	0	7	7.046327e-01	9.591880e-01	1.971107e+01	2.903691e+00	1
TXLNB	1622308	432744	182492	4	3	4	0	1	6	1.245479e+00	9.592112e-01	7.307646e+00	1.005166e+00	1
NUDCD3	782520	212426	519407	1	1	1	0	0	13	2.191675e+00	9.592922e-01	2.801184e+00	9.176090e-01	1
ADAMTS3	2879062	764718	446138	8	7	8	3	0	4	1.276096e+00	9.593058e-01	1.653799e+01	1.007383e+00	1
EXOC8	1808088	525634	46192	2	2	2	0	0	20	1.083337e+00	9.593076e-01	3.986830e+00	1.303143e+00	1
PDS5A	2618834	705336	361047	3	3	3	2	0	20	1.279668e+00	9.593741e-01	8.092795e+00	1.666702e+00	1
IL10RA	1278436	384326	120930	1	1	1	2	0	9	1.148472e+00	9.594161e-01	3.448531e+00	1.044991e+00	1
LOXL2	1773496	484126	373750	1	1	1	4	0	20	8.804191e-01	9.595030e-01	3.179305e+00	1.170972e+00	1
RIPK4	1706336	549346	146797	1	1	1	0	0	20	9.185782e-01	9.595448e-01	3.502498e+00	1.113687e+00	1
IHH	778670	261874	27856	2	1	2	2	0	20	1.970550e+00	9.596139e-01	3.022115e+00	7.158460e-01	1
CASS4	1791286	536490	116803	5	4	5	0	0	2	6.251121e-01	9.596241e-01	9.029797e+00	1.118954e+00	1
RFX2	1217324	352752	215435	2	2	2	1	0	20	1.571145e+00	9.596932e-01	4.670169e+00	8.681150e-01	1
CLEC4A	578974	144254	127923	3	3	3	0	0	1	7.939081e-01	9.597374e-01	7.863503e+00	1.297029e+00	1
ZNF449	1224156	321106	84047	1	1	1	0	0	20	1.567592e+00	9.597600e-01	2.785954e+00	4.295730e-01	1
TECTA	4995232	1384158	452095	12	12	12	4	0	10	1.378642e+00	9.598251e-01	3.153045e+01	1.163940e+00	1
MAPK15	1024844	341944	222379	1	1	1	1	0	20	1.262411e+00	9.598868e-01	2.158603e+00	3.999920e-01	1
CUL9	5759992	1737880	787653	9	9	9	1	0	6	4.745984e-01	9.598973e-01	2.095973e+01	1.102041e+00	1
ACSL5	1773460	493012	428594	5	4	5	2	0	4	1.202355e+00	9.599391e-01	1.083543e+01	1.122261e+00	1
MAP4K4	2643958	738772	407560	7	7	7	5	2	16	1.987495e+00	9.599776e-01	1.479598e+01	9.958390e-01	1
MSL3	1206378	317154	233738	6	5	6	2	0	2	1.689997e+00	9.599953e-01	1.560450e+01	1.352480e+00	1
ST14	1679282	473162	286154	3	3	3	0	0	9	9.593272e-01	9.600225e-01	8.047467e+00	1.476052e+00	1
PTPRU	3106188	921780	605641	11	11	10	3	0	7	2.050927e+00	9.601567e-01	2.786084e+01	1.147108e+00	1
REC8	1388116	438666	399845	1	1	1	1	0	20	1.093938e+00	9.601588e-01	2.634860e+00	7.457830e-01	1
DDX42	2502616	691600	401105	4	3	4	1	7	9	9.070934e-01	9.601594e-01	8.619991e+00	8.587760e-01	1
SLC6A12	1287412	368536	254080	1	1	1	2	0	20	1.521985e+00	9.601905e-01	3.056303e+00	9.863490e-01	1
LIPI	1143236	292478	196989	1	1	1	0	0	11	1.957254e+00	9.602027e-01	4.093399e+00	9.647500e-01	1
ADORA3	1358482	390254	166214	1	1	1	1	2	20	1.692945e+00	9.602050e-01	3.363093e+00	7.236140e-01	1
NLRP3	2434438	659984	188751	9	9	9	1	0	3	1.226754e+00	9.602842e-01	2.555471e+01	9.249770e-01	1
GTF3C5	1096668	305280	183429	1	1	1	1	0	20	1.235763e+00	9.602903e-01	2.496225e+00	5.099020e-01	1
ADAR	2863230	817076	455188	4	4	4	1	0	20	9.697833e-01	9.602983e-01	7.804923e+00	1.160925e+00	1
FLT4	2658238	779970	505881	6	3	6	4	0	14	1.405905e+00	9.603800e-01	1.460288e+01	9.333510e-01	1
ZNF7	1627254	415948	82736	2	2	2	1	2	20	1.279938e+00	9.603940e-01	2.958100e+00	4.113620e-01	1
FUT3	813076	250934	23465	3	3	3	0	0	5	7.742893e-01	9.603962e-01	8.605800e+00	8.736690e-01	1
PHLPP2	3071680	907966	432645	9	7	9	1	0	1	3.469450e-01	9.604301e-01	2.622707e+01	9.331370e-01	1
KIF3A	1662960	429816	331047	4	4	4	0	0	3	5.795002e-01	9.604432e-01	9.339278e+00	1.757872e+00	1
AP4B1	1862398	546370	227359	4	4	4	0	1	12	1.667262e+00	9.604497e-01	1.094635e+01	1.282576e+00	1
WDR48	1632224	436708	383449	2	2	2	0	0	3	4.868614e-01	9.605120e-01	6.358458e+00	9.052490e-01	1
AXIN2	1786232	516700	187427	5	4	5	2	0	8	1.258592e+00	9.605267e-01	8.060824e+00	9.546330e-01	1
RPL3	909086	254940	466625	2	1	2	1	1	11	1.417289e+00	9.605750e-01	1.916273e+00	4.250450e-01	1
DDN	1174918	412032	25075	1	1	1	0	0	20	1.110703e+00	9.605800e-01	3.147904e+00	7.676510e-01	1
PLEKHG1	3247532	903020	308336	9	9	9	4	0	13	1.809350e+00	9.605818e-01	2.073469e+01	1.126008e+00	1
SECISBP2	1978904	547334	317348	2	2	2	1	1	14	1.413799e+00	9.606005e-01	6.706851e+00	1.062264e+00	1
LOX	765766	215402	158948	1	1	1	0	1	2	9.954382e-01	9.606301e-01	6.086886e+00	1.144057e+00	1
PPP1R15B	1639104	477210	44750	5	5	5	1	0	4	1.064762e+00	9.606541e-01	1.222674e+01	9.428530e-01	1
PGBD3	1957252	538460	42360	4	3	3	0	0	20	1.630829e+00	9.606604e-01	7.977267e+00	2.223721e+00	1
SPATA21	1033436	308250	204724	2	2	2	2	2	20	2.005136e+00	9.606673e-01	4.219409e+00	1.400747e+00	1
GCC1	1777430	520682	44648	3	3	3	1	0	20	1.587902e+00	9.607572e-01	8.823298e+00	8.786860e-01	1
ABLIM1	1946222	535448	536173	2	2	2	1	2	20	1.203718e+00	9.607647e-01	5.606264e+00	1.405681e+00	1
GPRC5C	1090752	349752	102695	2	2	2	1	0	20	1.425508e+00	9.607716e-01	2.791670e+00	4.305810e-01	1
LRP5	3536310	1057238	403361	4	4	4	3	0	20	5.070833e-01	9.608019e-01	8.646945e+00	1.333568e+00	1
KANK4	2264514	691606	181601	4	4	4	2	0	3	6.606654e-01	9.608674e-01	1.357178e+01	9.512240e-01	1
PILRA	781502	226246	159269	2	2	2	1	0	8	1.847144e+00	9.608806e-01	4.103330e+00	2.373038e+00	1
ANKRD17	5818284	1779370	727383	11	11	11	2	0	19	1.156565e+00	9.609293e-01	2.358270e+01	9.848130e-01	1
DPY19L3	1706342	472276	366155	3	3	3	1	2	15	2.066142e+00	9.609511e-01	9.249005e+00	1.008395e+00	1
ERCC6	4896540	1350596	488719	17	16	17	4	0	1	9.020452e-01	9.609534e-01	3.856031e+01	1.022193e+00	1
RAD51AP2	2675558	640242	59338	4	4	4	0	0	20	1.822321e+00	9.610182e-01	1.314042e+01	1.300851e+00	1
SEZ6	1820506	562058	176162	2	2	2	3	0	20	1.124394e+00	9.610416e-01	5.026195e+00	1.156515e+00	1
TMEM180	1158834	391218	158858	1	1	1	1	0	20	1.253140e+00	9.611374e-01	2.181631e+00	4.569910e-01	1
MACROD2	2594512	705438	591164	4	4	4	1	1	4	1.226334e+00	9.611834e-01	1.053545e+01	8.574680e-01	1
PLS1	1516610	401134	306423	3	3	3	1	0	8	1.758081e+00	9.612002e-01	7.201534e+00	8.492050e-01	1
ACOT12	1235012	336914	285064	1	1	1	0	0	20	1.418725e+00	9.612028e-01	2.522413e+00	8.849190e-01	1
NTRK3	2121224	591806	421738	6	6	6	2	2	2	2.115735e+00	9.612570e-01	2.155009e+01	1.183053e+00	1
BAG4	963258	280574	111777	1	1	1	2	0	20	1.709263e+00	9.612635e-01	2.054490e+00	3.337090e-01	1
RBM10	1525058	431636	300724	4	4	4	3	1	16	1.798036e+00	9.613043e-01	8.770819e+00	1.280734e+00	1
ZNF674	1246694	301304	61158	4	2	4	1	0	20	1.867064e+00	9.613263e-01	4.086220e+00	1.081892e+00	1
KLHL28	1730006	518706	93069	1	1	1	0	0	20	1.141868e+00	9.613400e-01	3.262762e+00	9.484210e-01	1
CSH1	493024	129428	39164	2	2	2	0	0	4	2.240364e+00	9.613487e-01	5.830837e+00	1.167190e+00	1
RPL17	450546	116584	266778	1	1	1	2	0	2	1.513869e+00	9.615632e-01	3.257288e+00	1.325808e+00	1
EFCAB7	1510730	378422	267638	5	4	5	1	1	3	1.109840e+00	9.616037e-01	1.304766e+01	9.904970e-01	1
MACF1	20345680	5660156	2008531	33	28	32	9	2	8	8.445450e-01	9.616210e-01	6.794941e+01	9.773800e-01	1
ANKRD20A1	735258	183804	76816	1	1	1	0	0	2	3.803921e-01	9.616280e-01	3.103437e+00	6.333390e-01	1
CES3	1321914	390248	255843	1	1	1	1	0	15	1.171712e+00	9.616383e-01	2.193742e+00	3.943830e-01	1
BICC1	2240646	647104	404133	6	6	6	1	0	5	1.336244e+00	9.616519e-01	1.446871e+01	1.014207e+00	1
DUSP2	353722	105716	46463	1	1	1	1	0	2	9.804357e-01	9.617629e-01	3.040942e+00	3.904320e-01	1
SLC30A4	995922	287514	141740	3	3	3	0	0	6	1.773957e+00	9.617794e-01	9.874330e+00	1.156352e+00	1
ADAMTS8	1415672	419864	143181	2	2	2	1	0	20	1.319845e+00	9.617842e-01	3.913884e+00	6.480650e-01	1
DEK	875458	201570	189294	3	3	3	0	0	1	1.584333e+00	9.619333e-01	7.266026e+00	1.226804e+00	1
SLAMF6	787442	225264	165539	2	2	2	0	0	4	2.220939e+00	9.620842e-01	4.463861e+00	8.416200e-01	1
ITPKA	761904	230246	145113	1	1	1	0	0	11	2.137340e+00	9.621453e-01	3.650159e+00	1.555188e+00	1
BCLAF1	2174624	587866	216948	3	3	3	1	0	4	1.046330e+00	9.621489e-01	1.225407e+01	1.097682e+00	1
PAPSS1	1476102	407068	240941	2	2	2	0	1	20	1.772438e+00	9.621588e-01	5.844663e+00	1.468171e+00	1
XKR6	1140068	356644	163228	3	3	3	2	0	4	1.279406e+00	9.622185e-01	7.392300e+00	8.730910e-01	1
SH3D19	1843620	546364	294009	7	7	7	0	0	0	0	9.622619e-01	2.158795e+01	1.562937e+00	1
CYP46A1	980024	283538	266182	2	2	2	0	0	10	2.004585e+00	9.622974e-01	4.577449e+00	8.042690e-01	1
GABRR1	1143146	305292	193829	2	2	2	0	0	20	1.756276e+00	9.623080e-01	3.101378e+00	3.751400e-01	1
ANTXR1	1243850	353692	382692	1	1	1	1	0	20	1.617145e+00	9.624869e-01	3.274951e+00	6.206780e-01	1
GPR128	1884146	531556	326397	5	5	5	3	0	6	1.562668e+00	9.625515e-01	1.032920e+01	9.275190e-01	1
RNF123	4329232	1361722	757145	10	10	10	2	3	9	1.509819e+00	9.626030e-01	2.731685e+01	1.438983e+00	1
SEZ6L2	1917720	632338	330526	4	4	4	3	0	2	9.901216e-01	9.626054e-01	1.713294e+01	1.403825e+00	1
RNF38	1197366	359602	232103	1	1	1	1	0	20	1.280935e+00	9.626064e-01	1.917735e+00	9.320670e-01	1
ZNF92	1406954	331980	84479	1	1	1	1	0	20	1.146664e+00	9.626765e-01	1.486622e+00	3.734660e-01	1
ZMYND11	1476970	349728	269733	1	1	1	0	0	20	1.264039e+00	9.627254e-01	3.173600e+00	8.157840e-01	1
FYCO1	4245490	1193516	370887	7	7	7	3	0	10	9.504869e-01	9.627779e-01	1.709057e+01	8.918680e-01	1
DRD3	888206	277628	118447	1	1	1	0	0	8	1.850632e+00	9.628052e-01	3.401597e+00	5.276800e-01	1
CAP1	1128302	321100	242958	2	2	2	0	0	2	1.413244e+00	9.629283e-01	6.391571e+00	1.159720e+00	1
NTAN1	682714	190684	184153	1	1	1	0	0	2	6.564516e-01	9.630556e-01	2.869277e+00	6.220350e-01	1
KBTBD3	1563076	407068	63616	1	1	1	0	0	11	9.017512e-01	9.630801e-01	2.863109e+00	3.851170e-01	1
LSS	1451834	422996	331140	2	2	2	1	1	10	1.810728e+00	9.631026e-01	8.209292e+00	1.934314e+00	1
TCOF1	3021484	952474	447683	5	5	5	2	0	11	1.068005e+00	9.632507e-01	1.119143e+01	1.036450e+00	1
ADHFE1	1051244	324070	312156	2	2	2	0	0	5	1.558191e+00	9.634091e-01	4.941149e+00	1.311027e+00	1
IMMP2L	2046184	582932	128746	2	2	2	0	1	20	1.474554e+00	9.634158e-01	5.739570e+00	9.452860e-01	1
ATP2C2	2148834	634278	514366	7	6	7	2	0	3	8.959225e-01	9.634719e-01	1.307409e+01	8.843650e-01	1
KIAA0368	3934316	1126086	644493	9	8	9	5	0	20	1.458683e+00	9.634937e-01	1.656265e+01	9.483970e-01	1
SLC22A3	1010496	322010	195114	1	1	1	3	0	3	1.376948e+00	9.635928e-01	6.148686e+00	1.368740e+00	1
ZNF470	1707294	423852	130608	2	1	2	3	0	15	1.061706e+00	9.636827e-01	2.400058e+00	1.231524e+00	1
NSUN2	1898858	512742	378598	2	2	2	1	0	13	9.996653e-01	9.637099e-01	4.907910e+00	7.735450e-01	1
PLD2	2165756	652098	467283	2	2	2	2	0	20	1.075057e+00	9.637172e-01	5.825315e+00	1.332059e+00	1
GUK1	445714	133416	258569	1	1	1	1	0	4	6.886451e-01	9.637298e-01	2.018754e+00	1.101838e+00	1
ENTPD3	1250832	348770	206992	1	1	1	0	1	11	1.559380e+00	9.637882e-01	4.675840e+00	8.590580e-01	1
G2E3	1688612	420918	274490	3	3	3	1	0	7	1.477139e+00	9.638611e-01	8.673892e+00	8.452840e-01	1
HIST1H3F	303322	101764	24450	4	4	4	0	0	2	2.710487e+00	9.638810e-01	9.775812e+00	9.338920e-01	1
EXPH5	4638654	1267598	125199	8	8	8	5	0	20	1.320235e+00	9.639077e-01	1.769941e+01	1.472973e+00	1
ASB14	917918	253928	123193	2	2	2	0	0	9	2.177841e+00	9.639255e-01	3.114585e+00	5.406240e-01	1
RFTN1	1353566	387302	181990	3	3	3	1	0	19	1.964795e+00	9.639885e-01	5.269466e+00	8.524860e-01	1
TRIM8	1113128	324950	110678	1	1	1	1	0	20	1.317608e+00	9.640276e-01	2.868389e+00	4.134770e-01	1
PAPD7	1270580	373464	246829	1	1	1	0	0	20	1.628135e+00	9.640425e-01	3.439669e+00	2.340134e+00	1
BMP3	1024394	295352	48648	3	3	3	1	0	4	1.720406e+00	9.641180e-01	7.556741e+00	1.141624e+00	1
TOX	1240940	346788	184376	3	3	3	1	0	2	5.334255e-01	9.641534e-01	1.411164e+01	1.037632e+00	1
RACGAP1	1502748	430768	323895	2	2	2	1	0	3	7.009565e-01	9.641540e-01	7.238647e+00	1.474684e+00	1
PEX14	760904	228270	164911	2	1	2	2	0	20	2.049476e+00	9.642006e-01	2.199822e+00	3.734500e-01	1
CCDC38	1401020	341854	317768	2	2	2	0	0	6	8.494376e-01	9.642404e-01	3.145471e+00	6.839450e-01	1
BPHL	783544	210462	215673	1	1	1	1	3	10	1.399077e+00	9.642605e-01	1.607206e+00	4.006990e-01	1
OR7G1	696558	209456	22456	1	1	1	1	0	6	1.804605e+00	9.643044e-01	3.035981e+00	1.356159e+00	1
LEO1	1618368	386314	239811	3	3	3	0	0	2	3.400108e-01	9.643784e-01	1.132241e+01	2.308141e+00	1
NDST3	2075800	550322	271426	5	5	5	1	0	1	9.466136e-01	9.644407e-01	9.930159e+00	1.338493e+00	1
RNH1	841244	268874	140366	1	1	1	2	1	4	1.730479e+00	9.646790e-01	6.213526e+00	1.267384e+00	1
LHX9	939582	278616	126460	3	3	3	4	0	7	2.421160e+00	9.647085e-01	9.427996e+00	1.690224e+00	1
FXR1	1492880	405086	342862	6	6	6	3	0	4	2.259454e+00	9.647249e-01	1.749186e+01	8.634470e-01	1
CPVL	1153002	303316	245815	3	3	3	0	1	3	4.018516e-01	9.647378e-01	7.636293e+00	8.507170e-01	1
KIAA0430	4096284	1159918	534108	12	10	12	5	5	9	1.429598e+00	9.647686e-01	2.391226e+01	8.992110e-01	1
ZNF318	4932114	1451372	185605	7	7	7	5	0	20	1.243879e+00	9.648233e-01	1.880644e+01	1.038230e+00	1
TESC	304292	77064	82438	2	2	2	1	0	1	1.046109e+00	9.648988e-01	6.054276e+00	3.701969e+00	1
TNIP1	1503736	424840	339184	3	3	3	0	1	20	1.967971e+00	9.649205e-01	6.878688e+00	1.078620e+00	1
ERI3	969150	289454	206080	1	1	1	1	0	20	1.846508e+00	9.649429e-01	2.858845e+00	3.574830e-01	1
NOP58	1282442	334932	496504	3	3	3	1	0	2	3.722797e-01	9.649551e-01	8.059033e+00	8.889410e-01	1
RANBP9	1406990	369530	289989	1	1	1	0	0	20	1.028708e+00	9.650512e-01	1.378572e+00	5.887500e-01	1
SRPK2	1666786	438678	366009	5	4	5	3	0	9	1.906480e+00	9.650843e-01	1.201714e+01	1.255951e+00	1
HELT	646038	210402	64769	2	2	2	0	0	2	1.004848e+00	9.651351e-01	8.834850e+00	1.118361e+00	1
MT1A	157092	34580	65404	1	1	1	0	2	2	4.877060e+00	9.651573e-01	2.986383e+00	4.844410e-01	1
WDR49	1677660	430774	282220	7	7	7	0	1	0	6.980114e-01	9.651804e-01	2.564864e+01	1.090583e+00	1
ERCC4	2110344	600692	218127	4	3	4	1	0	20	1.514649e+00	9.651953e-01	7.733507e+00	1.004822e+00	1
